_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
287407,4156298,2018,2019,1969,TCHC,10,Spadina-Fort York,170 VANAULEY WALK,6,40,2019-11-25,62,Evaluation needs to be conducted in 1 year,18,2,3,3,3,3,4,3,3,3,N/A,3,4,3,3,3,3,3,4,3,N/A,S1023,43.651687962,-79.400557945,312805.773,4834421
287408,4155008,2017,2019,1968,PRIVATE,09,Davenport,161 OAKWOOD AVE,19,151,2019-11-25,72,Evaluation needs to be conducted in 2 years,18,3,3,5,3,3,3,3,4,3,N/A,3,4,5,4,4,4,3,4,4,N/A,S0925,43.680342384,-79.435548424,309967.474,4837608.076
287409,4153397,2017,2019,1991,TCHC,10,Spadina-Fort York,248 SIMCOE ST,12,53,2019-11-25,80,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,4,4,4,N/A,4,4,5,4,4,4,N/A,3,3,4,S1024,43.6539203787,-79.3892195078,313720.374,4834669.271
287410,4152697,2017,2019,1960,PRIVATE,21,Scarborough Centre,2354 EGLINTON AVE E,5,72,2019-11-25,83,Evaluation needs to be conducted in 2 years,18,4,4,5,5,4,4,N/A,5,4,4,4,5,5,4,4,4,4,3,3,N/A,E2133,43.7316750326,-79.2734533673,323034.787,4843326.312
287411,4152696,2017,2019,1965,PRIVATE,21,Scarborough Centre,2360 EGLINTON AVE E,7,130,2019-11-25,81,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,3,3,5,3,N/A,4,4,5,3,5,4,5,4,4,N/A,E2133,43.731893112,-79.272217382,323118.226,4843364.663
287412,4155063,2017,2019,1950,PRIVATE,09,Davenport,2036 DUFFERIN ST,3,12,2019-11-25,64,Evaluation needs to be conducted in 1 year,14,3,3,5,3,N/A,3,N/A,3,N/A,N/A,3,3,4,3,3,3,N/A,3,3,N/A,S0922,43.6863686196,-79.446744343,309077.853,4838269.541
287413,4155026,2017,2019,1997,SOCIAL HOUSING,12,Toronto-St. Paul's,2353 DUFFERIN ST,16,144,2019-11-25,73,Evaluation needs to be conducted in 2 years,19,3,4,5,4,4,3,4,3,3,4,3,4,5,3,3,3,N/A,4,3,4,S1222,43.6951962434,-79.4496138962,308845.969,4839250.13
287414,4168942,2017,2019,1984,SOCIAL HOUSING,10,Spadina-Fort York,345 DUFFERIN ST,8,200,2019-11-25,81,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,4,4,4,N/A,4,3,5,4,4,4,N/A,4,4,4,S1026,43.6410875936,-79.4277040009,310617.306,4833240.167
287415,4153156,2017,2019,1967,SOCIAL HOUSING,09,Davenport,661 DUFFERIN ST,13,112,2019-11-25,71,Evaluation needs to be conducted in 2 years,18,4,4,4,1,4,3,3,3,4,N/A,3,3,5,3,4,4,4,4,N/A,4,S0934,43.6504895389,-79.4313915091,310318.929,4834284.426
287416,4155067,2017,2019,1967,PRIVATE,09,Davenport,65 DYNEVOR RD,9,90,2019-11-25,69,Evaluation needs to be conducted in 2 years,19,3,4,5,3,3,3,3,4,4,4,3,3,5,3,3,3,3,4,3,N/A,S0922,43.6915639113,-79.4491372654,308884.626,4838846.609
287417,4153337,2017,2019,1992,SOCIAL HOUSING,12,Toronto-St. Paul's,1060 DAVENPORT RD,4,10,2019-11-25,69,Evaluation needs to be conducted in 2 years,17,3,4,4,3,3,4,N/A,4,N/A,4,3,3,4,4,1,4,4,3,4,N/A,S1234,43.6748848095,-79.4290971893,310501.638,4836994.79
287418,4152734,2017,2019,1967,PRIVATE,21,Scarborough Centre,1175 ELLESMERE RD,5,65,2019-11-25,80,Evaluation needs to be conducted in 2 years,18,4,4,4,4,3,3,4,4,4,N/A,4,4,4,5,4,4,5,4,4,N/A,E2129,43.7676449772,-79.2698659258,323312.731,4847323.217
287419,4156366,2017,2019,1982,SOCIAL HOUSING,12,Toronto-St. Paul's,200 ELLSWORTH AVE,3,18,2019-11-25,75,Evaluation needs to be conducted in 2 years,17,3,4,5,3,3,3,N/A,4,N/A,3,3,3,5,4,4,5,4,4,4,N/A,S1234,43.6807933041,-79.4261720553,310736.942,4837651.406
287420,4153353,2017,2019,1956,PRIVATE,12,Toronto-St. Paul's,55 HENDRICK AVE,3,29,2019-11-25,71,Evaluation needs to be conducted in 2 years,16,3,4,5,3,3,3,N/A,4,N/A,4,3,3,5,3,4,4,N/A,3,3,N/A,S1234,43.6798161394,-79.4306015887,310379.871,4837542.546
287421,4153155,2017,2019,1955,PRIVATE,09,Davenport,14 RUSHOLME DR,4,22,2019-11-25,76,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,N/A,3,N/A,N/A,4,4,5,3,4,4,N/A,3,3,N/A,S0934,43.6502558347,-79.4286011017,310544.063,4834258.652
287422,4153336,2017,2019,1983,TCHC,12,Toronto-St. Paul's,2 LAMBERTLODGE AVE,5,64,2019-11-25,75,Evaluation needs to be conducted in 2 years,19,4,4,5,3,3,4,4,4,3,4,4,4,5,4,4,4,3,3,2,N/A,S1234,43.673917543,-79.422657829,311020.734,4836888.76
287423,4153109,2017,2019,1955,PRIVATE,09,Davenport,2 REGAL RD,8,104,2019-11-25,76,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,3,3,3,3,4,4,5,4,4,4,N/A,4,3,4,S0928,43.6756343719,-79.4334082604,310153.942,4837077.778
287424,4153376,2017,2019,1987,PRIVATE,10,Spadina-Fort York,350 QUEENS QUAY W,19,228,2019-11-25,88,Evaluation needs to be conducted in 3 years,17,5,4,4,4,4,4,4,4,4,N/A,4,5,4,5,5,5,N/A,5,N/A,5,S1036,43.6386874748,-79.3891530101,313727.979,4832976.873
287425,4166900,2017,2019,1987,PRIVATE,10,Spadina-Fort York,390 QUEENS QUAY W,21,289,2019-11-25,83,Evaluation needs to be conducted in 2 years,18,4,4,4,4,N/A,4,4,3,4,3,4,4,5,5,4,4,N/A,5,5,5,S1036,43.638163609,-79.390534476,313604.244,4832915.083
287426,4152692,2017,2019,1972,PRIVATE,21,Scarborough Centre,1 ROSEMOUNT DR,9,110,2019-11-25,86,Evaluation needs to be conducted in 3 years,20,5,5,5,3,4,4,4,5,4,4,4,3,5,4,5,4,5,4,4,5,E2133,43.7315303371,-79.2739396307,322995.656,4843310.129
287427,4152694,2017,2019,1960,PRIVATE,21,Scarborough Centre,19 ROSEMOUNT DR,7,71,2019-11-25,84,Evaluation needs to be conducted in 2 years,18,5,4,5,4,3,4,N/A,4,4,4,3,5,5,4,5,4,5,4,4,N/A,E2133,43.7325904948,-79.2744267602,322956.092,4843427.802
287428,4153144,2017,2019,1994,SOCIAL HOUSING,10,Spadina-Fort York,138 CLAREMONT ST,3,18,2019-11-25,64,Evaluation needs to be conducted in 1 year,17,3,4,3,3,2,4,N/A,3,N/A,N/A,3,3,4,3,3,3,3,4,3,3,S1022,43.6499453573,-79.411506674,311923.107,4834225.424
287429,4153377,2017,2019,2005,PRIVATE,10,Spadina-Fort York,50 PORTLAND ST,10,232,2019-11-25,91,Evaluation needs to be conducted in 3 years,19,5,5,4,4,N/A,5,4,4,4,4,4,5,5,5,4,5,4,5,5,5,S1032,43.64339526,-79.399965439,312863.723,4833483.933
287430,4153380,2020,2019,1991,SOCIAL HOUSING,10,Spadina-Fort York,163 PORTLAND ST,4,46,2019-11-25,63,Evaluation needs to be conducted in 1 year,18,2,4,4,2,2,3,2,2,4,2,3,3,4,4,4,4,N/A,4,N/A,4,S1029,43.647261855,-79.400907613,312778.179,4833929.199
287431,4153077,2017,2019,1966,PRIVATE,09,Davenport,128 SHERIDAN AVE,7,68,2019-11-25,72,Evaluation needs to be conducted in 2 years,17,4,4,4,4,3,4,N/A,2,4,N/A,4,3,5,3,4,3,4,3,3,N/A,S0933,43.6504598567,-79.434253526,310088.069,4834280.957
287432,4153408,2017,2019,1968,TCHC,10,Spadina-Fort York,91 AUGUSTA AVE,14,257,2019-11-25,74,Evaluation needs to be conducted in 2 years,18,3,4,3,4,3,5,4,4,3,N/A,4,4,4,4,3,4,N/A,4,3,4,S1023,43.6507210729,-79.400397963,312819.071,4834312.641
287433,4156037,2017,2019,1960,PRIVATE,21,Scarborough Centre,1535 BIRCHMOUNT RD,4,37,2019-11-25,83,Evaluation needs to be conducted in 2 years,16,3,4,5,5,5,5,N/A,3,N/A,3,4,5,5,3,4,3,N/A,5,4,N/A,E2128,43.759947504,-79.289253718,321726.239,4846452.346
287434,4156471,2017,2019,1960,PRIVATE,21,Scarborough Centre,1545 BIRCHMOUNT RD,4,37,2019-11-25,83,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,5,N/A,3,N/A,3,4,5,5,4,4,3,N/A,5,4,N/A,E2128,43.760276601,-79.289405137,321709.409,4846508.482
287435,4152722,2017,2019,1956,PRIVATE,21,Scarborough Centre,1525 BIRCHMOUNT RD,4,52,2019-11-25,87,Evaluation needs to be conducted in 3 years,17,4,3,5,3,5,5,5,4,N/A,4,4,5,5,4,5,4,N/A,5,4,N/A,E2128,43.759693301,-79.289071527,321768.472,4846436.669
287436,4152699,2017,2019,1965,PRIVATE,21,Scarborough Centre,1165 BIRCHMOUNT RD,4,20,2019-11-25,88,Evaluation needs to be conducted in 3 years,18,4,4,5,5,5,5,N/A,5,4,4,4,5,5,4,4,5,3,4,4,N/A,E2133,43.7416060868,-79.2819282185,322349.168,4844427.791
287437,4152700,2017,2019,1960,PRIVATE,21,Scarborough Centre,1169 BIRCHMOUNT RD,4,18,2019-11-25,82,Evaluation needs to be conducted in 2 years,18,3,5,5,4,4,4,4,5,3,N/A,4,3,5,5,4,4,5,4,3,N/A,E2133,43.7418231309,-79.2820268094,322341.164,4844451.883
287438,4152702,2017,2019,1960,PRIVATE,21,Scarborough Centre,1255 BIRCHMOUNT RD,6,70,2019-11-25,89,Evaluation needs to be conducted in 3 years,18,5,4,5,5,5,5,5,4,5,N/A,5,4,4,4,3,5,5,4,3,N/A,E2133,43.7467361974,-79.2840523201,322176.6,4844997.277
287439,4152705,2017,2019,1969,PRIVATE,21,Scarborough Centre,815 KENNEDY RD,5,33,2019-11-25,85,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,N/A,5,5,N/A,4,5,5,4,4,4,3,4,4,N/A,E2133,43.7343403668,-79.2681240316,323463.283,4843623.61
287440,4152706,2017,2019,1961,PRIVATE,21,Scarborough Centre,819 KENNEDY RD,6,62,2019-11-25,80,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,3,N/A,3,5,4,4,4,5,4,4,3,4,4,4,N/A,E2133,43.7346483486,-79.268437993,323437.893,4843657.753
287441,4153401,2017,2019,1979,TCHC,10,Spadina-Fort York,168 JOHN ST,7,180,2019-11-25,80,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,5,4,4,N/A,4,4,3,4,3,4,4,4,4,4,S1024,43.6502402585,-79.3915033739,313520.724,4834252.341
287442,4153400,2017,2019,1992,TCHC,10,Spadina-Fort York,190 JOHN ST,4,26,2019-11-25,80,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,4,4,4,N/A,3,4,5,3,4,4,N/A,4,4,N/A,S1024,43.650961887,-79.391878256,313506.048,4834341.234
287443,4152710,2017,2019,1957,PRIVATE,21,Scarborough Centre,859 KENNEDY RD,5,34,2019-11-25,87,Evaluation needs to be conducted in 3 years,17,5,4,5,4,4,5,N/A,4,5,N/A,4,4,5,4,4,5,4,4,4,N/A,E2133,43.7379997073,-79.2696666351,323337.888,4844029.804
287444,4152711,2017,2019,1961,PRIVATE,21,Scarborough Centre,875 KENNEDY RD,6,82,2019-11-25,80,Evaluation needs to be conducted in 2 years,19,5,4,5,4,4,4,4,4,3,4,4,4,5,3,4,4,3,4,4,N/A,E2133,43.739089427,-79.270177266,323296.161,4844151.707
287445,4152712,2017,2019,1965,PRIVATE,21,Scarborough Centre,877 KENNEDY RD,4,32,2019-11-25,84,Evaluation needs to be conducted in 2 years,18,5,4,5,4,4,4,N/A,5,5,4,4,3,5,4,4,4,4,4,4,N/A,E2133,43.739624156,-79.270445694,323274.376,4844211.053
287446,4155915,2017,2019,1994,SOCIAL HOUSING,21,Scarborough Centre,2015 LAWRENCE AVE E,11,158,2019-11-25,84,Evaluation needs to be conducted in 2 years,19,4,3,5,3,4,5,5,4,3,N/A,4,5,5,3,4,5,5,5,3,5,E2131,43.7449592405,-79.2949788446,321297.115,4844797.638
287447,4152703,2017,2019,1968,PRIVATE,21,Scarborough Centre,2185 LAWRENCE AVE E,12,142,2019-11-25,84,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,N/A,E2133,43.7475535553,-79.282547131,322297.586,4845088.397
287448,4152716,2017,2019,1968,PRIVATE,21,Scarborough Centre,2250 LAWRENCE AVE E,6,33,2019-11-25,85,Evaluation needs to be conducted in 2 years,19,4,4,4,5,4,4,5,5,4,4,4,3,5,4,5,5,3,5,4,N/A,E2128,43.7493270741,-79.2783368218,322636.154,4845286.324
287449,4152714,2017,2019,1961,PRIVATE,21,Scarborough Centre,893 KENNEDY RD,7,77,2019-11-25,78,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,3,N/A,4,3,3,3,4,5,4,4,4,5,4,4,N/A,E2133,43.740395354,-79.270793343,323246.138,4844296.652
287450,4153379,2017,2019,2003,PRIVATE,10,Spadina-Fort York,525 RICHMOND ST W,10,103,2019-11-22,89,Evaluation needs to be conducted in 3 years,18,5,4,5,4,N/A,5,4,5,4,N/A,5,4,5,4,4,4,4,4,5,5,S1029,43.6469614175,-79.4003305957,312825.032,4833894.922
287451,4154371,2017,2019,1956,PRIVATE,06,York Centre,4 HARTHAM PL,3,12,2019-11-22,76,Evaluation needs to be conducted in 2 years,15,4,2,3,4,4,4,N/A,4,N/A,N/A,4,3,5,4,4,4,N/A,5,3,N/A,N0632,43.7299426047,-79.4600970756,307999.17,4843109.809
287452,4152653,2017,2019,1993,SOCIAL HOUSING,21,Scarborough Centre,963-967 PHARMACY AVE,4,72,2019-11-21,95,Evaluation needs to be conducted in 3 years,17,5,5,5,5,5,5,N/A,5,5,N/A,5,4,5,4,5,4,5,5,4,N/A,E2131,43.734818534,-79.300588721,320828.666,4843661.65
287453,4154011,2017,2019,1952,PRIVATE,08,Eglinton-Lawrence,118 MONTGOMERY AVE,3,109,2019-11-21,77,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,3,4,4,N/A,4,3,3,5,4,4,4,3,4,3,N/A,N0833,43.709488115,-79.402619009,312632.053,4840842.279
287454,4153954,2017,2019,1962,PRIVATE,08,Eglinton-Lawrence,21 MAYFAIR AVE,11,138,2019-11-21,91,Evaluation needs to be conducted in 3 years,19,5,5,5,5,5,4,4,5,5,N/A,5,4,5,4,4,4,4,4,4,5,N0832,43.7037098752,-79.4222136695,311053.822,4840197.688
287455,4152639,2017,2019,1960,PRIVATE,21,Scarborough Centre,1617 VICTORIA PARK AVE,4,59,2019-11-21,74,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,3,4,N/A,4,3,5,3,3,4,4,3,3,N/A,E2131,43.7309861519,-79.3047834793,320511.088,4843243.43
287456,4152640,2017,2019,1958,PRIVATE,21,Scarborough Centre,1631 VICTORIA PARK AVE,4,35,2019-11-21,75,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,3,N/A,3,N/A,4,4,4,5,3,4,4,3,4,3,N/A,E2131,43.7316703129,-79.3050968759,320485.664,4843319.377
287457,4152642,2017,2019,1964,PRIVATE,21,Scarborough Centre,1651 VICTORIA PARK AVE,8,67,2019-11-21,52,Evaluation needs to be conducted in 1 year,19,3,4,3,2,2,3,2,2,3,2,2,3,3,2,2,3,4,2,2,N/A,E2131,43.7328848087,-79.3055213856,320451.154,4843454.222
287458,4152643,2017,2019,1954,PRIVATE,21,Scarborough Centre,1689 VICTORIA PARK AVE,4,54,2019-11-21,81,Evaluation needs to be conducted in 2 years,17,5,4,4,4,4,4,N/A,4,N/A,4,4,4,4,4,4,4,4,4,4,N/A,E2131,43.7354870834,-79.3066470427,320359.803,4843743.106
287459,4233146,2017,2019,1958,PRIVATE,21,Scarborough Centre,1731 VICTORIA PARK AVE,4,43,2019-11-21,82,Evaluation needs to be conducted in 2 years,17,5,4,5,4,4,3,N/A,3,N/A,4,4,4,5,4,4,4,5,4,4,N/A,E2131,43.7371060348,-79.3073327749,320304.15,4843922.831
287460,4152644,2017,2019,1958,PRIVATE,21,Scarborough Centre,1735 VICTORIA PARK AVE,4,43,2019-11-21,82,Evaluation needs to be conducted in 2 years,17,5,4,5,4,4,3,N/A,3,N/A,4,4,4,5,4,4,4,5,4,4,N/A,E2131,43.7375816521,-79.3075261759,320288.45,4843975.633
287461,4152645,2017,2019,1958,PRIVATE,21,Scarborough Centre,1739 VICTORIA PARK AVE,4,43,2019-11-21,84,Evaluation needs to be conducted in 2 years,17,5,4,5,4,4,3,N/A,4,N/A,4,4,4,5,4,4,4,5,4,4,N/A,E2131,43.7380491988,-79.3077126,320273.313,4844027.536
287462,4152646,2017,2019,1962,PRIVATE,21,Scarborough Centre,1749 VICTORIA PARK AVE,6,85,2019-11-21,84,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,N/A,4,5,4,4,5,5,4,4,4,4,4,4,N/A,E2131,43.7388748682,-79.3078956075,320258.359,4844119.222
287463,4152648,2017,2019,1963,PRIVATE,21,Scarborough Centre,1757 VICTORIA PARK AVE,7,100,2019-11-21,87,Evaluation needs to be conducted in 3 years,20,4,4,5,4,4,5,4,5,5,4,4,5,5,4,4,4,5,4,4,4,E2131,43.7396579744,-79.3080818022,320243.161,4844206.182
287464,4152649,2017,2019,1963,PRIVATE,21,Scarborough Centre,1759 VICTORIA PARK AVE,7,100,2019-11-21,87,Evaluation needs to be conducted in 3 years,19,4,4,5,4,4,5,4,5,5,4,4,5,5,4,4,4,5,4,4,N/A,E2131,43.7399748227,-79.308126745,320239.46,4844241.372
287465,4152656,2017,2019,1959,PRIVATE,21,Scarborough Centre,1827 VICTORIA PARK AVE,4,36,2019-11-21,76,Evaluation needs to be conducted in 2 years,18,4,4,4,4,4,4,N/A,3,3,3,4,3,5,4,3,4,4,4,4,N/A,E2126,43.7441147474,-79.310048062,320083.654,4844700.933
287466,4153117,2017,2019,1993,SOCIAL HOUSING,09,Davenport,6 A GREENLAW AVE,4,44,2019-11-21,75,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,4,4,3,3,N/A,4,4,5,4,3,4,2,4,3,4,S0927,43.6725455613,-79.4464387192,309103.482,4836733.878
287467,4154544,2017,2019,1955,PRIVATE,08,Eglinton-Lawrence,45 WASDALE CRES,3,25,2019-11-21,80,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,4,N/A,5,N/A,N/A,4,3,5,4,4,4,4,4,3,N/A,N0823,43.7303895479,-79.4363698619,309910.624,4843160.67
287468,4154542,2018,2019,1950,PRIVATE,08,Eglinton-Lawrence,63 WASDALE CRES,3,11,2019-11-21,91,Evaluation needs to be conducted in 3 years,17,5,5,4,4,5,4,N/A,4,N/A,5,5,4,5,5,5,4,4,4,5,N/A,N0823,43.7301864621,-79.4373815956,309829.135,4843138.046
287469,4154501,2019,2019,1957,PRIVATE,08,Eglinton-Lawrence,91 NEPTUNE DR,3,12,2019-11-21,78,Evaluation needs to be conducted in 2 years,16,4,4,4,3,4,4,N/A,4,N/A,N/A,4,3,5,4,4,4,4,4,3,N/A,N0823,43.7317413513,-79.4381699368,309765.496,4843310.737
287470,4156734,2017,2019,1974,TCHC,08,Eglinton-Lawrence,145 NEPTUNE DR,4,48,2019-11-21,71,Evaluation needs to be conducted in 2 years,17,4,3,4,3,4,4,N/A,3,N/A,N/A,3,4,4,4,3,3,4,4,3,3,N0823,43.729562759,-79.440565679,309572.41,4843069.517
287471,4240547,2017,2019,1976,PRIVATE,08,Eglinton-Lawrence,33 ORCHARD VIEW BLVD,17,327,2019-11-21,87,Evaluation needs to be conducted in 3 years,19,5,5,5,4,5,3,4,4,5,5,4,5,5,4,4,4,4,4,4,N/A,N0833,43.707819465,-79.399390971,312892.413,4840657.216
287472,4154016,2017,2019,1955,PRIVATE,08,Eglinton-Lawrence,132 CASTLEFIELD AVE,4,26,2019-11-21,68,Evaluation needs to be conducted in 2 years,17,3,4,5,3,3,3,N/A,4,N/A,3,3,3,5,4,3,3,2,4,3,N/A,N0833,43.7107762101,-79.4059080075,312367.109,4840984.111
287473,4152622,2017,2019,1956,PRIVATE,21,Scarborough Centre,9 CRAIGTON DR,4,30,2019-11-21,81,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,5,N/A,3,N/A,4,4,5,5,4,3,4,4,4,4,N/A,E2131,43.726834232,-79.3021111159,320727.464,4842782.69
287474,4152626,2017,2019,1955,PRIVATE,21,Scarborough Centre,10 CRAIGTON DR,4,36,2019-11-21,79,Evaluation needs to be conducted in 2 years,16,3,4,5,4,4,4,N/A,4,N/A,4,4,4,5,3,4,4,N/A,4,3,N/A,E2131,43.7273459768,-79.3025559656,320691.488,4842839.459
287475,4152624,2017,2019,1956,PRIVATE,21,Scarborough Centre,19 CRAIGTON DR,4,38,2019-11-21,89,Evaluation needs to be conducted in 3 years,17,5,5,5,5,4,5,N/A,4,N/A,5,5,5,5,4,4,4,3,4,4,N/A,E2131,43.7274308243,-79.3009591644,320820.114,4842849.183
287476,4152625,2017,2019,1955,PRIVATE,21,Scarborough Centre,23 CRAIGTON DR,4,36,2019-11-21,87,Evaluation needs to be conducted in 3 years,17,4,4,5,5,4,5,N/A,4,N/A,5,5,5,5,4,4,4,3,4,4,N/A,E2131,43.7272130939,-79.3004559002,320860.717,4842825.09
287477,4152632,2017,2019,1955,PRIVATE,21,Scarborough Centre,32 CRAIGTON DR,4,30,2019-11-21,79,Evaluation needs to be conducted in 2 years,17,3,3,5,4,3,5,N/A,3,N/A,5,3,5,5,4,4,3,4,5,3,N/A,E2131,43.7276976882,-79.2994488565,320941.719,4842879.117
287478,4153166,2017,2019,1967,PRIVATE,09,Davenport,730 DOVERCOURT RD,20,356,2019-11-21,79,Evaluation needs to be conducted in 2 years,19,4,4,4,3,4,3,3,4,4,4,4,4,5,4,5,4,4,4,4,N/A,S0934,43.6597215869,-79.429288288,310487.721,4835310.221
287479,4153094,2017,2019,2008,PRIVATE,09,Davenport,767 DOVERCOURT RD,3,19,2019-11-21,75,Evaluation needs to be conducted in 2 years,15,4,4,5,4,4,4,N/A,4,N/A,3,3,3,5,2,4,4,N/A,3,N/A,N/A,S0932,43.6618560972,-79.4293177813,310485.14,4835547.351
287480,4154012,2017,2019,1974,PRIVATE,08,Eglinton-Lawrence,411 DUPLEX AVE,23,458,2019-11-21,88,Evaluation needs to be conducted in 3 years,20,5,5,5,3,4,3,5,4,5,4,5,5,5,4,4,4,4,5,4,5,N0833,43.707330009,-79.400257336,312822.658,4840602.751
287481,4153962,2017,2019,1941,TCHC,08,Eglinton-Lawrence,790 EGLINTON AVE W,4,57,2019-11-21,69,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,4,3,4,3,N/A,3,4,5,3,3,3,3,3,3,N/A,N0832,43.7016899071,-79.4236478607,310938.438,4839973.167
287482,4153963,2017,2019,1941,TCHC,08,Eglinton-Lawrence,800 EGLINTON AVE W,4,36,2019-11-21,66,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,3,3,3,3,N/A,3,4,4,3,3,3,3,3,3,3,N0832,43.7014745383,-79.4245394908,310866.596,4839949.174
287483,4153964,2017,2019,1941,TCHC,08,Eglinton-Lawrence,840 EGLINTON AVE W,4,40,2019-11-21,64,Evaluation needs to be conducted in 1 year,18,3,3,4,3,3,4,3,3,3,N/A,3,3,5,3,3,3,3,3,3,N/A,N0832,43.7014864975,-79.4251602874,310816.559,4839950.457
287484,4153952,2017,2019,1968,PRIVATE,08,Eglinton-Lawrence,600 EGLINTON AVE W,6,60,2019-11-21,62,Evaluation needs to be conducted in 1 year,17,3,3,5,3,3,2,N/A,3,3,N/A,3,3,5,3,3,3,3,3,2,N/A,N0833,43.7028276232,-79.4182269632,311375.237,4840099.988
287485,4153160,2017,2019,1971,PRIVATE,09,Davenport,919 DUFFERIN ST,15,113,2019-11-21,72,Evaluation needs to be conducted in 2 years,19,4,3,5,3,4,3,4,3,4,3,4,3,5,4,3,4,4,3,2,N/A,S0934,43.6575632508,-79.4340091901,310107.154,4835070.126
287486,4154008,2017,2019,1968,PRIVATE,08,Eglinton-Lawrence,30 EDITH DR,13,172,2019-11-21,82,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,3,4,5,4,4,5,5,5,4,4,4,4,4,3,N/A,N0833,43.7065465762,-79.4033898366,312570.569,4840514.447
287487,4153961,2017,2019,1952,PRIVATE,08,Eglinton-Lawrence,780 EGLINTON AVE W,7,87,2019-11-21,81,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,N/A,N0832,43.7019615716,-79.4227024565,311014.608,4840003.42
287488,4153969,2017,2019,1967,PRIVATE,08,Eglinton-Lawrence,140 ELM RIDGE DR,18,229,2019-11-21,65,Evaluation needs to be conducted in 1 year,19,4,4,5,3,3,4,3,3,3,3,3,3,5,3,3,3,3,2,2,N/A,N0832,43.7032886184,-79.438743858,309721.568,4840149.728
287489,4153164,2017,2019,1968,PRIVATE,09,Davenport,323 RUSHOLME RD,20,226,2019-11-21,80,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,N/A,S0934,43.658994583,-79.430040338,310404.687,4835239.269
287490,4156290,2017,2019,1969,PRIVATE,09,Davenport,357 RUSHOLME RD,16,267,2019-11-21,78,Evaluation needs to be conducted in 2 years,19,4,4,5,4,3,3,3,4,4,4,4,4,5,4,4,4,4,4,3,N/A,S0934,43.6600387742,-79.4305495251,310375.291,4835342.328
287491,4153078,NA,2019,1932,PRIVATE,09,Davenport,301 LANSDOWNE AVE,5,35,2019-11-21,63,Evaluation needs to be conducted in 1 year,15,3,3,4,3,3,3,N/A,3,N/A,N/A,3,3,3,3,3,3,N/A,4,3,N/A,S0933,43.6507303054,-79.4393963324,309673.184,4834310.706
287492,4155734,2017,2019,1992,PRIVATE,09,Davenport,800 LANSDOWNE AVE,4,138,2019-11-21,84,Evaluation needs to be conducted in 2 years,19,4,5,5,4,4,5,4,4,4,N/A,4,4,5,4,4,4,4,4,4,4,S0930,43.6650311015,-79.4462388637,309120.177,4835899.067
287493,4153101,2017,2019,2003,SOCIAL HOUSING,09,Davenport,973 LANSDOWNE AVE,3,20,2019-11-21,68,Evaluation needs to be conducted in 2 years,17,3,5,4,3,4,3,N/A,3,N/A,3,3,3,4,3,3,3,4,4,3,N/A,S0930,43.6661838696,-79.4459119791,309146.453,4836027.149
